State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge,CustServCalls,Churn
GA,147,510,364-7723,yes,no,0,136.3,80,23.17,225.9,86,19.2,200.3,110,9.01,8.6,5,2.32,2,False
SC,96,408,326-5028,no,no,0,252.3,84,42.89,219.4,81,18.65,188.9,90,8.5,8.6,3,2.32,3,False
NC,115,415,355-4501,yes,no,0,154.7,102,26.3,225.6,79,19.18,172.1,106,7.74,13.5,3,3.65,5,True
VA,122,408,329-6886,no,yes,26,123.7,105,21.03,196.2,101,16.68,215.3,114,9.69,7.0,4,1.89,1,False
GA,101,408,329-7282,no,yes,23,154.4,97,26.25,216.6,116,18.41,153.2,118,6.89,9.4,4,2.54,5,False
IN,59,408,346-1347,no,no,0,233.0,92,39.61,240.0,93,20.4,212.9,104,9.58,13.3,7,3.59,0,False
FL,86,415,381-1940,no,yes,18,172.4,92,29.31,201.7,110,17.14,198.1,88,8.91,13.8,4,3.73,2,False
CA,79,415,388-4919,yes,yes,26,203.6,114,34.61,190.5,114,16.19,218.4,97,9.83,9.9,4,2.67,1,False
CA,134,510,301-5446,yes,no,0,128.8,87,21.9,178.5,99,15.17,155.3,91,6.99,10.9,5,2.94,0,True
IL,63,510,354-8658,no,no,0,254.2,96,43.21,205.7,95,17.48,176.8,106,7.96,7.8,3,2.11,0,False
OH,100,510,377-3312,yes,yes,29,253.2,116,43.04,217.4,111,18.48,236.4,109,10.64,8.7,2,2.35,3,False
WI,73,408,336-8994,yes,yes,40,206.4,121,35.09,153.7,88,13.06,240.5,118,10.82,13.1,4,3.54,0,True
WI,100,415,356-9948,no,yes,17,254.7,120,43.3,156.6,99,13.31,244.9,104,11.02,8.8,2,2.38,5,False
LA,71,510,355-4154,no,no,0,167.0,81,28.39,205.0,91,17.43,220.1,105,9.9,11.0,2,2.97,3,False
GA,82,408,390-8494,yes,no,0,205.1,115,34.87,146.8,105,12.48,170.0,114,7.65,12.9,4,3.48,4,True
MI,101,408,351-9612,yes,yes,25,190.2,104,32.33,170.7,92,14.51,184.4,85,8.3,13.2,3,3.56,5,False
MI,74,408,380-6940,yes,yes,24,179.5,103,30.52,244.8,89,20.81,221.0,85,9.95,12.0,2,3.24,4,False
FL,84,415,323-2041,no,no,0,211.5,90,35.96,193.2,115,16.42,154.0,111,6.93,14.0,3,3.78,5,True
OH,146,408,318-2981,no,yes,23,254.5,117,43.27,244.7,88,20.8,238.0,104,10.71,11.9,7,3.21,3,False
LA,55,510,340-6098,no,yes,26,234.3,122,39.83,227.5,76,19.34,151.5,109,6.82,13.4,3,3.62,2,True
NY,101,415,367-1173,yes,yes,19,241.6,105,41.07,250.5,78,21.29,162.7,85,7.32,8.6,2,2.32,5,False
MI,88,408,323-7945,yes,yes,24,248.2,106,42.19,237.0,80,20.15,204.4,86,9.2,12.9,7,3.48,5,True
AZ,98,408,360-3179,no,no,0,156.2,123,26.55,168.9,110,14.36,170.3,111,7.66,7.6,3,2.05,3,False
MI,51,510,340-1284,no,yes,40,249.6,80,42.43,165.7,84,14.08,156.1,100,7.02,11.6,7,3.13,2,False
MI,136,510,396-9898,no,yes,16,218.7,89,37.18,172.9,85,14.7,187.0,91,8.41,12.9,3,3.48,0,False
NY,138,510,354-9506,no,yes,40,170.3,107,28.95,152.9,86,13.0,239.8,115,10.79,10.3,2,2.78,5,True
WI,105,510,306-5666,yes,no,0,155.9,116,26.5,196.5,90,16.7,153.4,115,6.9,13.5,5,3.65,4,False
NY,111,408,334-3991,yes,no,0,202.7,81,34.46,241.4,119,20.52,209.8,112,9.44,12.1,4,3.27,4,False
AZ,123,415,335-2618,no,yes,39,244.8,80,41.62,180.4,101,15.33,197.2,113,8.87,7.2,5,1.94,4,False
TX,117,415,320-1039,no,no,0,244.9,120,41.63,244.1,82,20.75,233.2,97,10.49,10.9,4,2.94,5,True
SC,146,415,360-9014,no,no,0,167.3,105,28.44,212.8,98,18.09,176.3,89,7.93,9.7,5,2.62,0,False
MO,50,408,321-2984,no,yes,40,209.2,90,35.56,157.8,93,13.41,233.1,94,10.49,13.8,5,3.73,5,True
GA,145,510,384-5440,no,no,0,214.8,113,36.52,236.7,89,20.12,171.8,86,7.73,8.1,4,2.19,5,False
IN,109,510,318-8689,no,no,0,133.9,101,22.76,145.0,98,12.33,154.3,109,6.94,13.0,2,3.51,2,False
WI,147,408,397-6680,yes,yes,36,255.0,104,43.35,247.6,114,21.05,209.7,92,9.44,10.2,7,2.75,0,False
VA,96,415,372-1827,no,no,0,210.4,122,35.77,213.0,112,18.11,203.6,107,9.16,11.4,6,3.08,5,True
WI,128,510,360-3814,no,yes,17,244.8,114,41.62,168.1,75,14.29,207.0,95,9.31,10.7,7,2.89,2,True
PA,89,415,364-8600,no,yes,20,197.3,116,33.54,144.2,91,12.26,157.3,116,7.08,11.2,5,3.02,5,True
AZ,147,510,380-1541,no,no,0,206.6,88,35.12,188.6,113,16.03,199.0,110,8.96,7.2,5,1.94,5,False
MI,111,510,342-8751,no,no,0,227.5,115,38.68,188.7,88,16.04,174.1,119,7.83,9.4,4,2.54,2,False
SC,130,408,305-6616,no,yes,30,138.9,105,23.61,181.9,107,15.46,249.2,92,11.21,13.7,7,3.7,4,False
SC,75,415,353-7066,no,yes,35,208.8,82,35.5,227.2,101,19.31,249.3,106,11.22,8.8,3,2.38,0,False
PA,83,510,306-1382,no,yes,20,214.8,101,36.52,147.5,117,12.54,177.5,108,7.99,7.8,2,2.11,0,False
IL,85,510,317-6801,no,yes,15,172.8,113,29.38,163.5,114,13.9,249.5,104,11.23,9.6,2,2.59,5,False
LA,75,415,326-4654,no,no,0,175.8,97,29.89,181.4,78,15.42,181.5,112,8.17,12.3,2,3.32,4,False
IN,94,510,366-2089,no,yes,25,181.8,86,30.91,205.6,81,17.48,172.6,106,7.77,10.6,3,2.86,4,False
IN,70,408,386-5084,yes,yes,38,219.5,100,37.32,141.3,77,12.01,243.7,113,10.97,7.9,3,2.13,1,True
MO,108,510,312-8306,yes,no,0,240.9,103,40.95,221.0,101,18.79,175.1,90,7.88,8.9,3,2.4,5,True
FL,86,415,310-6156,no,no,0,145.7,87,24.77,244.2,116,20.76,192.1,94,8.64,7.9,6,2.13,5,False
MO,141,415,363-2450,no,no,0,130.8,112,22.24,156.2,93,13.28,188.7,107,8.49,11.3,5,3.05,4,False
NC,107,415,337-6574,no,no,0,259.4,117,44.1,235.8,92,20.04,195.9,85,8.82,13.5,3,3.65,3,True
OH,95,510,383-3760,no,yes,31,169.5,80,28.82,233.3,110,19.83,197.2,86,8.87,12.6,2,3.4,5,False
LA,103,408,365-6888,no,yes,35,226.7,89,38.54,181.4,78,15.42,244.1,89,10.98,12.0,4,3.24,3,False
WI,144,415,393-4961,yes,yes,21,150.0,125,25.5,178.9,88,15.21,220.4,99,9.92,13.2,2,3.56,5,True
FL,63,408,373-1198,yes,no,0,235.3,86,40.0,217.7,106,18.5,195.0,114,8.78,7.5,7,2.03,1,False
GA,86,510,392-1343,no,yes,25,218.2,119,37.09,168.2,87,14.3,193.6,94,8.71,12.7,4,3.43,3,False
PA,145,510,340-3451,yes,no,0,130.4,99,22.17,147.7,85,12.55,221.1,117,9.95,11.3,6,3.05,2,False
TN,129,415,300-7909,no,no,0,141.8,90,24.11,213.3,114,18.13,159.4,93,7.17,10.1,7,2.73,2,False
OH,94,415,317-9262,yes,no,0,158.1,100,26.88,201.8,93,17.15,197.8,98,8.9,11.0,5,2.97,2,True
CA,134,415,399-1699,yes,no,0,131.6,92,22.37,240.4,86,20.43,198.4,103,8.93,13.7,2,3.7,3,False
TX,98,510,391-8327,yes,no,0,207.9,117,35.34,243.3,94,20.68,194.9,105,8.77,10.9,2,2.94,5,True
MO,57,510,386-1041,no,yes,39,183.2,115,31.14,225.3,107,19.15,217.4,115,9.78,10.5,7,2.83,4,True
WI,99,415,398-6015,no,yes,27,225.9,122,38.4,161.1,90,13.69,185.9,110,8.37,8.6,6,2.32,2,False
CO,136,510,377-3731,yes,no,0,179.9,83,30.58,217.6,118,18.5,246.9,91,11.11,13.0,2,3.51,4,True
PA,144,510,316-7631,yes,yes,37,193.2,116,32.84,191.5,88,16.28,249.2,106,11.21,12.1,4,3.27,2,True
MO,139,408,334-8553,no,yes,22,178.1,82,30.28,259.7,83,22.07,206.3,106,9.28,12.1,6,3.27,3,False
NY,73,415,374-7748,yes,yes,15,140.6,98,23.9,197.5,82,16.79,229.9,93,10.35,9.0,6,2.43,4,False
AZ,64,408,372-4183,no,no,0,154.8,100,26.32,256.5,100,21.8,161.8,88,7.28,8.4,4,2.27,0,False
TN,144,510,365-2107,no,yes,20,142.9,96,24.29,212.2,90,18.04,198.5,96,8.93,9.5,4,2.57,5,True
IL,148,510,364-2922,yes,yes,24,146.4,114,24.89,179.2,99,15.23,209.0,115,9.4,8.6,5,2.32,5,True
TX,108,408,386-9696,yes,yes,31,175.6,108,29.85,152.2,85,12.94,245.6,87,11.05,10.7,7,2.89,4,False
MO,62,415,387-2442,no,no,0,126.5,87,21.51,158.2,101,13.45,210.1,99,9.45,9.4,5,2.54,3,False
LA,93,408,364-9676,no,yes,28,156.7,123,26.64,251.5,103,21.38,188.9,117,8.5,8.1,6,2.19,0,False
GA,112,415,374-6410,yes,yes,18,147.2,85,25.02,171.6,86,14.59,182.9,89,8.23,8.4,3,2.27,3,True
FL,69,415,393-8799,no,yes,27,156.1,85,26.54,178.7,98,15.19,216.0,120,9.72,13.7,4,3.7,1,False
IL,113,415,313-9893,no,yes,30,205.1,83,34.87,237.4,85,20.18,222.7,99,10.02,9.1,7,2.46,0,False
IL,122,510,347-5506,yes,no,0,121.2,107,20.6,256.2,90,21.78,151.5,95,6.82,8.7,6,2.35,0,True
VA,133,510,319-4362,yes,no,0,212.4,82,36.11,242.1,82,20.58,163.1,95,7.34,13.9,3,3.75,1,True
IN,83,408,303-4817,yes,yes,39,136.2,110,23.15,192.2,90,16.34,246.0,94,11.07,13.4,3,3.62,2,True
MI,123,415,332-6728,yes,no,0,206.5,94,35.11,192.5,97,16.36,159.2,105,7.16,7.3,7,1.97,4,True
AZ,141,415,358-4053,no,no,0,128.5,105,21.85,235.4,88,20.01,226.0,108,10.17,9.0,4,2.43,0,False
MO,54,408,331-8055,yes,yes,22,179.8,112,30.57,152.3,106,12.95,240.0,95,10.8,13.9,6,3.75,3,False
CO,77,510,305-2437,no,yes,38,222.1,81,37.76,225.3,101,19.15,191.0,97,8.59,9.5,6,2.57,2,False
TN,138,510,309-1812,yes,yes,20,221.5,106,37.66,163.1,109,13.86,151.2,114,6.8,9.0,4,2.43,3,True
FL,115,415,365-6487,yes,yes,17,128.9,112,21.91,191.2,79,16.25,186.5,111,8.39,11.2,2,3.02,1,True
WA,81,408,343-3032,yes,yes,17,131.6,113,22.37,195.1,99,16.58,214.8,93,9.67,8.3,4,2.24,1,True
VA,132,415,343-4798,yes,no,0,141.1,88,23.99,203.2,100,17.27,243.4,110,10.95,11.6,7,3.13,0,False
IN,77,408,307-6765,no,no,0,253.9,113,43.16,227.6,111,19.35,163.7,113,7.37,13.6,7,3.67,1,False
IN,86,415,391-3300,no,yes,39,123.3,110,20.96,165.1,75,14.03,154.7,101,6.96,10.4,3,2.81,3,False
VA,103,510,344-1926,no,no,0,227.0,102,38.59,179.7,83,15.27,159.8,90,7.19,8.5,3,2.29,4,True
LA,55,510,320-2334,no,no,0,255.4,113,43.42,147.8,83,12.56,153.1,104,6.89,12.4,6,3.35,3,True
IN,114,408,313-9341,no,yes,40,152.6,97,25.94,185.9,94,15.8,198.8,117,8.95,13.0,4,3.51,3,False
SC,117,415,390-5234,yes,yes,36,145.7,81,24.77,158.1,106,13.44,203.8,98,9.17,8.8,6,2.38,2,True
NY,90,415,383-4472,no,yes,18,178.0,85,30.26,209.6,111,17.82,227.5,120,10.24,8.0,3,2.16,2,False
TN,127,510,399-7210,no,no,0,171.3,94,29.12,257.0,89,21.85,246.1,114,11.07,13.3,3,3.59,2,False
OH,71,415,312-8461,yes,no,0,243.3,109,41.36,198.4,87,16.86,189.8,85,8.54,10.7,5,2.89,0,False
TX,141,415,304-4108,yes,yes,31,249.6,111,42.43,193.1,86,16.41,244.2,106,10.99,7.8,4,2.11,2,False
NC,145,510,373-7407,yes,yes,28,135.3,117,23.0,209.5,102,17.81,150.2,102,6.76,10.4,6,2.81,3,False
WI,82,415,334-3773,yes,no,0,227.5,115,38.68,218.9,84,18.61,168.7,88,7.59,10.4,6,2.81,3,False
NY,116,510,346-4443,yes,yes,24,143.9,86,24.46,228.2,106,19.4,155.1,101,6.98,13.2,6,3.56,3,True
SC,135,408,324-5560,no,yes,39,141.0,90,23.97,242.8,92,20.64,229.2,115,10.31,11.3,6,3.05,5,True
IN,66,408,312-8713,yes,no,0,211.4,122,35.94,200.9,102,17.08,155.7,112,7.01,7.7,6,2.08,4,False
CO,106,510,376-3312,no,no,0,140.7,121,23.92,214.9,120,18.27,201.3,89,9.06,9.6,5,2.59,1,False
WI,78,415,320-9078,yes,yes,23,123.3,110,20.96,142.2,76,12.09,159.5,117,7.18,7.8,6,2.11,5,True
NC,139,415,361-8264,no,no,0,164.1,85,27.9,146.6,82,12.46,184.2,87,8.29,13.8,4,3.73,1,False
MO,139,408,374-7684,yes,no,0,245.8,83,41.79,140.1,110,11.91,219.3,114,9.87,7.6,7,2.05,1,True
FL,89,415,396-6285,yes,no,0,209.6,106,35.63,239.5,97,20.36,239.0,105,10.75,11.9,2,3.21,5,True
PA,123,510,346-7135,yes,no,0,237.9,89,40.44,143.9,116,12.23,156.1,86,7.02,8.0,4,2.16,0,True
WI,54,510,317-4492,no,no,0,158.8,108,27.0,210.2,93,17.87,233.9,120,10.53,7.4,7,2.0,2,False
AZ,71,415,361-9118,yes,yes,30,222.8,121,37.88,226.3,102,19.24,172.8,100,7.78,9.8,2,2.65,3,True
IL,146,415,383-8871,yes,no,0,253.2,81,43.04,205.3,118,17.45,200.9,118,9.04,11.9,4,3.21,1,True
CA,109,415,360-3258,no,yes,38,151.8,118,25.81,168.9,86,14.36,189.2,106,8.51,13.8,2,3.73,5,True
NC,140,415,366-7713,no,no,0,166.7,92,28.34,182.6,96,15.52,163.1,118,7.34,10.9,4,2.94,4,True
IL,94,415,306-4089,no,no,0,227.9,97,38.74,191.4,99,16.27,158.2,94,7.12,9.5,5,2.57,0,False
OH,142,510,329-8440,yes,yes,17,241.3,108,41.02,214.9,94,18.27,171.6,104,7.72,9.6,2,2.59,3,False
WI,76,408,311-8328,no,no,0,209.3,105,35.58,196.1,116,16.67,235.1,85,10.58,8.7,6,2.35,4,True
WI,56,415,353-4167,no,yes,36,143.2,123,24.34,194.1,109,16.5,165.5,101,7.45,12.0,3,3.24,1,False
GA,143,510,349-3315,yes,yes,33,144.0,103,24.48,252.3,101,21.45,222.5,105,10.01,8.3,4,2.24,0,True
MO,59,510,352-3922,yes,no,0,127.2,98,21.62,224.5,92,19.08,195.6,110,8.8,8.2,6,2.21,1,False
GA,79,408,348-2100,yes,no,0,254.9,89,43.33,189.4,102,16.1,201.6,105,9.07,8.3,5,2.24,5,True
MI,85,415,369-8064,no,no,0,228.6,121,38.86,143.5,76,12.2,239.5,88,10.78,13.3,2,3.59,4,True
IN,67,415,380-7799,yes,no,0,156.2,89,26.55,246.1,104,20.92,172.2,112,7.75,12.4,4,3.35,3,True
TN,93,510,341-5614,no,yes,17,214.1,111,36.4,205.1,92,17.43,214.5,119,9.65,7.5,5,2.03,2,False
CO,128,408,384-2719,yes,yes,15,121.8,91,20.71,150.9,100,12.83,211.6,104,9.52,7.4,4,2.0,1,True
NC,116,510,323-3180,no,no,0,202.7,81,34.46,234.8,112,19.96,174.2,117,7.84,10.4,7,2.81,4,True
AZ,137,510,364-4307,yes,no,0,181.0,102,30.77,186.9,104,15.89,230.7,117,10.38,9.6,2,2.59,4,True
MO,80,408,372-9275,yes,no,0,193.4,114,32.88,156.1,116,13.27,164.1,108,7.38,11.1,3,3.0,3,True
CO,94,510,333-5028,yes,no,0,188.5,80,32.05,252.1,94,21.43,239.5,92,10.78,13.2,2,3.56,0,False
VA,148,415,387-2952,yes,no,0,246.5,97,41.91,202.7,119,17.23,208.1,109,9.36,12.3,3,3.32,2,True
SC,137,408,353-7557,no,yes,29,196.6,109,33.42,160.1,118,13.61,158.0,102,7.11,9.5,7,2.57,3,False
WA,87,415,380-7018,no,yes,36,259.2,80,44.06,183.9,111,15.63,167.3,119,7.53,7.9,6,2.13,5,True
GA,73,510,389-9676,no,no,0,130.8,106,22.24,228.6,112,19.43,239.5,96,10.78,10.9,2,2.94,3,False
TN,129,510,385-9524,no,yes,20,243.8,102,41.45,252.2,75,21.44,235.5,107,10.6,11.3,7,3.05,4,False
IL,70,510,337-3436,yes,yes,22,224.4,100,38.15,243.4,88,20.69,204.1,100,9.18,12.0,7,3.24,0,False
CA,135,408,310-2400,no,yes,24,247.8,116,42.13,180.7,98,15.36,240.0,104,10.8,7.6,6,2.05,3,True
MI,96,408,383-4289,no,yes,34,249.0,125,42.33,162.1,96,13.78,188.8,112,8.5,12.2,3,3.29,5,False
TN,68,510,363-4685,yes,no,0,174.8,105,29.72,232.0,120,19.72,208.9,92,9.4,9.8,2,2.65,0,False
AZ,53,408,385-7057,yes,yes,39,233.8,85,39.75,167.0,102,14.2,210.3,89,9.46,10.0,7,2.7,3,True
MO,86,510,318-1657,no,yes,38,240.8,111,40.94,175.6,109,14.93,216.1,113,9.72,10.0,2,2.7,5,False
FL,110,415,370-5535,no,no,0,128.4,84,21.83,228.0,85,19.38,233.3,115,10.5,9.8,2,2.65,3,False
IL,75,415,340-8450,no,no,0,198.7,102,33.78,233.2,81,19.82,226.9,104,10.21,11.0,2,2.97,4,True
IL,133,415,362-7679,yes,yes,37,167.6,116,28.49,155.8,97,13.24,195.2,89,8.78,8.2,2,2.21,5,False
LA,109,408,354-8670,yes,yes,22,135.0,123,22.95,234.4,118,19.92,167.5,120,7.54,9.2,5,2.48,5,False
TX,82,415,328-7316,yes,yes,17,182.9,92,31.09,205.9,107,17.5,194.4,90,8.75,12.8,5,3.46,5,False
NY,105,408,307-2039,no,yes,15,172.0,117,29.24,239.7,90,20.37,228.3,112,10.27,7.9,6,2.13,0,False
IL,141,510,327-4155,yes,yes,36,135.3,117,23.0,204.4,78,17.37,162.7,103,7.32,11.1,4,3.0,0,True
AZ,105,510,327-4163,no,no,0,241.8,104,41.11,151.9,101,12.91,197.9,87,8.91,8.5,7,2.29,0,True
TN,65,510,371-9750,no,yes,39,241.1,91,40.99,194.1,94,16.5,157.7,102,7.1,9.6,2,2.59,0,False
NY,107,415,335-7263,yes,yes,17,213.1,103,36.23,251.2,77,21.35,245.6,95,11.05,8.3,3,2.24,3,True
VA,59,510,367-7112,yes,no,0,221.7,88,37.69,174.3,102,14.82,159.7,112,7.19,9.2,5,2.48,1,False
GA,131,415,328-6360,no,yes,31,141.0,100,23.97,142.5,85,12.11,241.8,93,10.88,9.9,7,2.67,5,False
NC,57,510,382-6073,yes,yes,24,134.1,120,22.8,250.7,88,21.31,213.1,101,9.59,10.0,7,2.7,2,False
FL,80,510,307-8566,yes,no,0,160.0,99,27.2,170.8,80,14.52,225.9,102,10.17,10.8,7,2.92,3,True
GA,143,415,310-6644,no,yes,40,205.2,120,34.88,239.9,77,20.39,208.8,93,9.4,12.7,5,3.43,1,False
NC,52,408,342-8789,yes,no,0,121.6,93,20.67,207.0,107,17.6,246.7,113,11.1,12.3,4,3.32,5,True
WA,83,510,381-7447,yes,yes,37,220.4,81,37.47,145.8,81,12.39,219.8,90,9.89,11.9,4,3.21,4,False
NY,85,408,364-2784,no,no,0,176.1,90,29.94,247.5,89,21.04,203.8,95,9.17,8.2,6,2.21,1,False
IN,87,510,330-4525,no,yes,37,171.1,93,29.09,246.6,108,20.96,210.3,97,9.46,11.2,6,3.02,5,True
IL,84,408,386-1561,no,yes,28,220.7,85,37.52,174.5,113,14.83,246.6,106,11.1,10.3,3,2.78,4,True
SC,91,415,345-2971,yes,no,0,258.1,112,43.88,147.8,95,12.56,223.0,101,10.04,13.1,2,3.54,0,False
AZ,98,415,377-5806,yes,yes,29,209.6,103,35.63,207.4,91,17.63,189.6,110,8.53,10.0,3,2.7,1,True
MI,95,415,393-9091,no,yes,23,178.9,94,30.41,168.9,120,14.36,159.7,112,7.19,8.6,3,2.32,2,False
WA,126,415,383-5578,no,no,0,249.7,104,42.45,210.2,99,17.87,186.9,111,8.41,7.1,2,1.92,0,True
LA,91,415,328-8818,yes,no,0,184.7,82,31.4,241.8,101,20.55,160.8,92,7.24,13.5,7,3.65,0,False
TX,146,408,336-3004,no,no,0,159.3,89,27.08,243.1,117,20.66,220.2,105,9.91,12.7,3,3.43,2,False
PA,53,510,373-3430,no,yes,20,260.0,92,44.2,239.8,114,20.38,189.1,94,8.51,10.5,5,2.83,4,False
LA,130,408,357-4766,yes,no,0,126.8,99,21.56,175.9,104,14.95,185.1,104,8.33,12.4,7,3.35,4,False
NY,53,408,335-6172,no,no,0,157.2,93,26.72,176.2,83,14.98,182.1,96,8.19,9.9,3,2.67,2,False
IL,145,510,367-2312,yes,no,0,183.2,103,31.14,157.3,78,13.37,189.1,94,8.51,10.2,5,2.75,3,True
PA,69,510,358-6677,no,no,0,147.7,105,25.11,232.3,101,19.75,191.0,118,8.59,8.6,4,2.32,1,False
MI,103,415,338-2714,no,yes,40,137.1,89,23.31,180.4,86,15.33,175.2,88,7.88,7.7,4,2.08,0,False
OH,76,510,382-5742,yes,no,0,125.7,123,21.37,177.4,75,15.08,242.7,112,10.92,8.3,2,2.24,1,False
WA,135,510,354-5699,yes,yes,40,201.0,93,34.17,186.6,100,15.86,221.5,100,9.97,8.3,2,2.24,0,True
WI,75,408,347-3924,yes,yes,18,185.9,104,31.6,157.0,79,13.35,161.6,107,7.27,9.9,7,2.67,1,False
FL,91,510,328-1525,yes,no,0,167.0,110,28.39,223.7,107,19.01,195.7,119,8.81,8.5,4,2.29,5,True
IN,95,510,360-5667,no,yes,26,206.4,89,35.09,199.1,101,16.92,220.6,119,9.93,8.1,7,2.19,3,False
WA,89,408,332-7956,no,yes,27,171.6,90,29.17,232.3,113,19.75,178.5,118,8.03,13.0,2,3.51,5,True
PA,59,510,341-3021,yes,yes,40,225.6,84,38.35,159.4,97,13.55,236.5,105,10.64,7.1,6,1.92,1,False
IL,135,408,333-8998,yes,no,0,156.5,109,26.61,171.8,77,14.6,224.9,116,10.12,8.0,6,2.16,4,True
NY,125,415,371-2524,no,yes,38,239.9,100,40.78,173.6,108,14.76,169.2,90,7.61,9.7,3,2.62,5,True
FL,142,510,347-1371,yes,no,0,181.6,83,30.87,257.7,103,21.9,153.4,103,6.9,8.2,3,2.21,4,True
WA,111,415,311-9990,no,no,0,175.3,93,29.8,219.6,81,18.67,237.6,100,10.69,8.9,5,2.4,0,False
FL,74,415,361-7157,no,yes,26,143.7,113,24.43,233.1,107,19.81,160.2,85,7.21,10.1,7,2.73,3,False
PA,113,408,363-9302,no,yes,34,219.2,113,37.26,158.3,106,13.46,197.6,115,8.89,10.5,2,2.83,0,False
LA,104,510,385-4991,no,yes,15,184.6,84,31.38,155.3,95,13.2,194.4,98,8.75,13.3,5,3.59,4,True
MO,64,415,346-4530,yes,no,0,222.8,118,37.88,179.2,119,15.23,212.9,95,9.58,9.8,7,2.65,5,False
VA,72,510,358-3024,yes,yes,22,181.5,112,30.86,193.0,78,16.41,177.2,119,7.97,11.0,3,2.97,0,False
CO,58,415,393-9776,no,no,0,234.1,94,39.8,220.4,109,18.73,161.5,108,7.27,12.3,2,3.32,4,False
NY,68,415,363-8707,no,yes,27,194.0,94,32.98,234.2,103,19.91,221.0,89,9.95,12.7,5,3.43,1,False
NC,117,415,395-8161,no,no,0,125.0,103,21.25,166.3,117,14.14,227.0,103,10.21,8.3,5,2.24,2,False
MI,55,415,397-5724,yes,yes,16,125.0,123,21.25,199.9,77,16.99,183.0,87,8.23,9.0,5,2.43,5,True
NC,98,510,379-3025,yes,yes,19,243.9,91,41.46,204.4,77,17.37,186.4,85,8.39,8.0,2,2.16,3,True
OH,83,415,321-6667,no,no,0,220.4,88,37.47,150.7,85,12.81,169.6,115,7.63,8.1,3,2.19,2,False
TX,106,510,397-2398,yes,no,0,230.6,90,39.2,140.8,117,11.97,171.3,112,7.71,13.2,7,3.56,4,True
AZ,111,510,344-3945,yes,no,0,159.8,83,27.17,210.9,92,17.93,156.9,104,7.06,9.9,6,2.67,2,True
SC,116,510,391-7370,yes,yes,40,134.8,104,22.92,232.8,82,19.79,153.8,108,6.92,8.6,3,2.32,3,True
IN,91,408,316-7262,no,no,0,167.9,86,28.54,247.5,88,21.04,247.4,98,11.13,7.6,5,2.05,2,False
MO,63,415,362-9801,no,no,0,215.7,104,36.67,209.2,106,17.78,239.1,95,10.76,11.1,6,3.0,2,False
TN,100,408,354-8476,no,yes,15,125.4,118,21.32,145.5,95,12.37,201.7,113,9.08,9.4,3,2.54,3,False
VA,134,415,374-9063,yes,yes,26,146.9,101,24.97,212.3,115,18.05,192.9,115,8.68,11.1,7,3.0,2,False
WI,129,510,336-6737,yes,yes,39,227.1,91,38.61,192.0,118,16.32,202.8,101,9.13,10.8,4,2.92,1,True
WA,72,408,311-9626,no,yes,39,190.3,85,32.35,258.3,118,21.96,186.6,86,8.4,9.4,6,2.54,3,False
IL,124,408,311-4442,yes,yes,32,180.0,118,30.6,166.2,83,14.13,187.1,108,8.42,12.3,6,3.32,0,True
CO,116,510,382-2161,no,yes,29,169.7,85,28.85,147.4,119,12.53,180.8,96,8.14,11.0,7,2.97,3,False
GA,142,510,321-1615,no,yes,16,224.2,93,38.11,213.5,91,18.15,189.3,95,8.52,12.0,3,3.24,2,False
AZ,92,510,330-3913,no,no,0,210.1,111,35.72,233.8,111,19.87,212.9,107,9.58,13.9,7,3.75,4,True
PA,89,415,304-7941,yes,yes,35,208.5,106,35.45,159.0,109,13.52,193.6,105,8.71,10.4,3,2.81,5,False
MI,80,415,337-2119,no,no,0,221.4,121,37.64,226.8,99,19.28,183.8,111,8.27,7.9,2,2.13,3,False
IN,84,510,374-4465,yes,no,0,185.3,124,31.5,190.8,90,16.22,231.1,88,10.4,11.6,4,3.13,2,True
SC,135,415,308-6603,yes,yes,32,169.3,90,28.78,160.2,91,13.62,201.7,87,9.08,9.1,4,2.46,4,True
GA,123,415,327-4355,no,yes,38,228.8,82,38.9,232.8,92,19.79,238.9,85,10.75,10.3,5,2.78,0,False
SC,125,408,369-9564,no,yes,31,256.0,102,43.52,224.7,90,19.1,202.0,92,9.09,10.9,3,2.94,0,True
FL,136,408,302-6755,no,no,0,248.2,99,42.19,252.8,104,21.49,169.3,105,7.62,13.7,5,3.7,4,False
CA,135,510,373-9379,no,no,0,139.1,118,23.65,172.0,116,14.62,175.1,105,7.88,8.3,7,2.24,3,False
OH,84,510,372-9345,no,yes,23,235.7,112,40.07,146.0,111,12.41,229.3,89,10.32,8.1,6,2.19,5,True
GA,117,510,375-1672,no,no,0,185.9,118,31.6,234.1,90,19.9,216.2,120,9.73,9.4,5,2.54,2,False
PA,103,408,364-5685,no,no,0,185.6,122,31.55,183.6,119,15.61,239.6,92,10.78,13.8,2,3.73,0,False
PA,103,415,321-2819,yes,no,0,252.7,108,42.96,159.9,78,13.59,158.7,97,7.14,9.2,2,2.48,2,True
FL,107,408,306-7389,yes,no,0,228.7,88,38.88,176.9,109,15.04,220.1,104,9.9,9.3,7,2.51,4,True
SC,50,415,373-2406,no,yes,32,236.1,114,40.14,195.9,96,16.65,239.9,104,10.8,9.4,7,2.54,0,True
